dataset,source,format,split,label,count,work,author,identity_evidence,identity_status
outputs/corpus-snapshot-v4/reviewed-export.json,4ca9c84a-627b-4027-8216-fdc07c506727,pdf,test,campanias_conflictos_militares,6,UNKNOWN,UNKNOWN,unknown; resource ID is not work identity,unknown
outputs/corpus-snapshot-v4/reviewed-export.json,4ca9c84a-627b-4027-8216-fdc07c506727,pdf,test,contexto_colonial_antecedentes,0,UNKNOWN,UNKNOWN,unknown; resource ID is not work identity,unknown
outputs/corpus-snapshot-v4/reviewed-export.json,4ca9c84a-627b-4027-8216-fdc07c506727,pdf,test,crisis_ideas_emancipadoras,6,UNKNOWN,UNKNOWN,unknown; resource ID is not work identity,unknown
outputs/corpus-snapshot-v4/reviewed-export.json,4ca9c84a-627b-4027-8216-fdc07c506727,pdf,test,liderazgos_diplomacia_proyectos,22,UNKNOWN,UNKNOWN,unknown; resource ID is not work identity,unknown
outputs/corpus-snapshot-v4/reviewed-export.json,4ca9c84a-627b-4027-8216-fdc07c506727,pdf,test,no_relevante,17,UNKNOWN,UNKNOWN,unknown; resource ID is not work identity,unknown
outputs/corpus-snapshot-v4/reviewed-export.json,4ca9c84a-627b-4027-8216-fdc07c506727,pdf,test,organizacion_consecuencias_republicanas,12,UNKNOWN,UNKNOWN,unknown; resource ID is not work identity,unknown
outputs/corpus-snapshot-v4/reviewed-export.json,4ca9c84a-627b-4027-8216-fdc07c506727,pdf,test,participacion_social_regional,2,UNKNOWN,UNKNOWN,unknown; resource ID is not work identity,unknown
outputs/corpus-snapshot-v4/reviewed-export.json,514f190e-5d01-497a-a6ef-648601cd8bdb,youtube,train,campanias_conflictos_militares,1,UNKNOWN,UNKNOWN,unknown; resource ID is not work identity,unknown
outputs/corpus-snapshot-v4/reviewed-export.json,514f190e-5d01-497a-a6ef-648601cd8bdb,youtube,train,contexto_colonial_antecedentes,0,UNKNOWN,UNKNOWN,unknown; resource ID is not work identity,unknown
outputs/corpus-snapshot-v4/reviewed-export.json,514f190e-5d01-497a-a6ef-648601cd8bdb,youtube,train,crisis_ideas_emancipadoras,17,UNKNOWN,UNKNOWN,unknown; resource ID is not work identity,unknown
outputs/corpus-snapshot-v4/reviewed-export.json,514f190e-5d01-497a-a6ef-648601cd8bdb,youtube,train,liderazgos_diplomacia_proyectos,14,UNKNOWN,UNKNOWN,unknown; resource ID is not work identity,unknown
outputs/corpus-snapshot-v4/reviewed-export.json,514f190e-5d01-497a-a6ef-648601cd8bdb,youtube,train,no_relevante,28,UNKNOWN,UNKNOWN,unknown; resource ID is not work identity,unknown
outputs/corpus-snapshot-v4/reviewed-export.json,514f190e-5d01-497a-a6ef-648601cd8bdb,youtube,train,organizacion_consecuencias_republicanas,6,UNKNOWN,UNKNOWN,unknown; resource ID is not work identity,unknown
outputs/corpus-snapshot-v4/reviewed-export.json,514f190e-5d01-497a-a6ef-648601cd8bdb,youtube,train,participacion_social_regional,3,UNKNOWN,UNKNOWN,unknown; resource ID is not work identity,unknown
outputs/corpus-snapshot-v4/reviewed-export.json,747ca90f-92fc-4d19-aec4-6dfc34c2917e,pdf,train,campanias_conflictos_militares,70,"Historia de la Republica del Peru, tomo 1",Jorge Basadre Grohmann,artifacts/reviews/boundary-resolution-v3.json,verified_previous_review
outputs/corpus-snapshot-v4/reviewed-export.json,747ca90f-92fc-4d19-aec4-6dfc34c2917e,pdf,train,contexto_colonial_antecedentes,40,"Historia de la Republica del Peru, tomo 1",Jorge Basadre Grohmann,artifacts/reviews/boundary-resolution-v3.json,verified_previous_review
outputs/corpus-snapshot-v4/reviewed-export.json,747ca90f-92fc-4d19-aec4-6dfc34c2917e,pdf,train,crisis_ideas_emancipadoras,7,"Historia de la Republica del Peru, tomo 1",Jorge Basadre Grohmann,artifacts/reviews/boundary-resolution-v3.json,verified_previous_review
outputs/corpus-snapshot-v4/reviewed-export.json,747ca90f-92fc-4d19-aec4-6dfc34c2917e,pdf,train,liderazgos_diplomacia_proyectos,43,"Historia de la Republica del Peru, tomo 1",Jorge Basadre Grohmann,artifacts/reviews/boundary-resolution-v3.json,verified_previous_review
outputs/corpus-snapshot-v4/reviewed-export.json,747ca90f-92fc-4d19-aec4-6dfc34c2917e,pdf,train,no_relevante,13,"Historia de la Republica del Peru, tomo 1",Jorge Basadre Grohmann,artifacts/reviews/boundary-resolution-v3.json,verified_previous_review
outputs/corpus-snapshot-v4/reviewed-export.json,747ca90f-92fc-4d19-aec4-6dfc34c2917e,pdf,train,organizacion_consecuencias_republicanas,64,"Historia de la Republica del Peru, tomo 1",Jorge Basadre Grohmann,artifacts/reviews/boundary-resolution-v3.json,verified_previous_review
outputs/corpus-snapshot-v4/reviewed-export.json,747ca90f-92fc-4d19-aec4-6dfc34c2917e,pdf,train,participacion_social_regional,1,"Historia de la Republica del Peru, tomo 1",Jorge Basadre Grohmann,artifacts/reviews/boundary-resolution-v3.json,verified_previous_review
outputs/corpus-snapshot-v4/reviewed-export.json,776e9620-a23b-54e8-bf0e-d5a27ed2969a,pdf,train,campanias_conflictos_militares,0,UNKNOWN,UNKNOWN,unknown; resource ID is not work identity,unknown
outputs/corpus-snapshot-v4/reviewed-export.json,776e9620-a23b-54e8-bf0e-d5a27ed2969a,pdf,train,contexto_colonial_antecedentes,0,UNKNOWN,UNKNOWN,unknown; resource ID is not work identity,unknown
outputs/corpus-snapshot-v4/reviewed-export.json,776e9620-a23b-54e8-bf0e-d5a27ed2969a,pdf,train,crisis_ideas_emancipadoras,0,UNKNOWN,UNKNOWN,unknown; resource ID is not work identity,unknown
outputs/corpus-snapshot-v4/reviewed-export.json,776e9620-a23b-54e8-bf0e-d5a27ed2969a,pdf,train,liderazgos_diplomacia_proyectos,0,UNKNOWN,UNKNOWN,unknown; resource ID is not work identity,unknown
outputs/corpus-snapshot-v4/reviewed-export.json,776e9620-a23b-54e8-bf0e-d5a27ed2969a,pdf,train,no_relevante,0,UNKNOWN,UNKNOWN,unknown; resource ID is not work identity,unknown
outputs/corpus-snapshot-v4/reviewed-export.json,776e9620-a23b-54e8-bf0e-d5a27ed2969a,pdf,train,organizacion_consecuencias_republicanas,0,UNKNOWN,UNKNOWN,unknown; resource ID is not work identity,unknown
outputs/corpus-snapshot-v4/reviewed-export.json,776e9620-a23b-54e8-bf0e-d5a27ed2969a,pdf,train,participacion_social_regional,1,UNKNOWN,UNKNOWN,unknown; resource ID is not work identity,unknown
outputs/corpus-snapshot-v4/reviewed-export.json,7ef1a1d4-97c6-55cf-990b-3a7b1fbb0f9d,pdf,train,campanias_conflictos_militares,0,UNKNOWN,UNKNOWN,unknown; resource ID is not work identity,unknown
outputs/corpus-snapshot-v4/reviewed-export.json,7ef1a1d4-97c6-55cf-990b-3a7b1fbb0f9d,pdf,train,contexto_colonial_antecedentes,0,UNKNOWN,UNKNOWN,unknown; resource ID is not work identity,unknown
outputs/corpus-snapshot-v4/reviewed-export.json,7ef1a1d4-97c6-55cf-990b-3a7b1fbb0f9d,pdf,train,crisis_ideas_emancipadoras,0,UNKNOWN,UNKNOWN,unknown; resource ID is not work identity,unknown
outputs/corpus-snapshot-v4/reviewed-export.json,7ef1a1d4-97c6-55cf-990b-3a7b1fbb0f9d,pdf,train,liderazgos_diplomacia_proyectos,0,UNKNOWN,UNKNOWN,unknown; resource ID is not work identity,unknown
outputs/corpus-snapshot-v4/reviewed-export.json,7ef1a1d4-97c6-55cf-990b-3a7b1fbb0f9d,pdf,train,no_relevante,0,UNKNOWN,UNKNOWN,unknown; resource ID is not work identity,unknown
outputs/corpus-snapshot-v4/reviewed-export.json,7ef1a1d4-97c6-55cf-990b-3a7b1fbb0f9d,pdf,train,organizacion_consecuencias_republicanas,0,UNKNOWN,UNKNOWN,unknown; resource ID is not work identity,unknown
outputs/corpus-snapshot-v4/reviewed-export.json,7ef1a1d4-97c6-55cf-990b-3a7b1fbb0f9d,pdf,train,participacion_social_regional,1,UNKNOWN,UNKNOWN,unknown; resource ID is not work identity,unknown
outputs/corpus-snapshot-v4/reviewed-export.json,9154f7f7-86c9-4bad-bcba-47eaf54b93e1,pdf,train,campanias_conflictos_militares,0,La Constitucion de 1823 y los inicios de la Republica,Carmen Villanueva,artifacts/reviews/villanueva-boundaries-v1.json,verified_previous_review
outputs/corpus-snapshot-v4/reviewed-export.json,9154f7f7-86c9-4bad-bcba-47eaf54b93e1,pdf,train,contexto_colonial_antecedentes,0,La Constitucion de 1823 y los inicios de la Republica,Carmen Villanueva,artifacts/reviews/villanueva-boundaries-v1.json,verified_previous_review
outputs/corpus-snapshot-v4/reviewed-export.json,9154f7f7-86c9-4bad-bcba-47eaf54b93e1,pdf,train,crisis_ideas_emancipadoras,0,La Constitucion de 1823 y los inicios de la Republica,Carmen Villanueva,artifacts/reviews/villanueva-boundaries-v1.json,verified_previous_review
outputs/corpus-snapshot-v4/reviewed-export.json,9154f7f7-86c9-4bad-bcba-47eaf54b93e1,pdf,train,liderazgos_diplomacia_proyectos,5,La Constitucion de 1823 y los inicios de la Republica,Carmen Villanueva,artifacts/reviews/villanueva-boundaries-v1.json,verified_previous_review
outputs/corpus-snapshot-v4/reviewed-export.json,9154f7f7-86c9-4bad-bcba-47eaf54b93e1,pdf,train,no_relevante,1,La Constitucion de 1823 y los inicios de la Republica,Carmen Villanueva,artifacts/reviews/villanueva-boundaries-v1.json,verified_previous_review
outputs/corpus-snapshot-v4/reviewed-export.json,9154f7f7-86c9-4bad-bcba-47eaf54b93e1,pdf,train,organizacion_consecuencias_republicanas,8,La Constitucion de 1823 y los inicios de la Republica,Carmen Villanueva,artifacts/reviews/villanueva-boundaries-v1.json,verified_previous_review
outputs/corpus-snapshot-v4/reviewed-export.json,9154f7f7-86c9-4bad-bcba-47eaf54b93e1,pdf,train,participacion_social_regional,2,La Constitucion de 1823 y los inicios de la Republica,Carmen Villanueva,artifacts/reviews/villanueva-boundaries-v1.json,verified_previous_review
outputs/corpus-snapshot-v4/reviewed-export.json,9f60a031-0183-478c-a1f8-a3bdd37d7b0b,pdf,train,campanias_conflictos_militares,0,Los primeros anos del Peru republicano,Juan Luis Orrego Penagos,artifacts/reviews/corpus-batch-v2.json,verified_previous_review
outputs/corpus-snapshot-v4/reviewed-export.json,9f60a031-0183-478c-a1f8-a3bdd37d7b0b,pdf,train,contexto_colonial_antecedentes,0,Los primeros anos del Peru republicano,Juan Luis Orrego Penagos,artifacts/reviews/corpus-batch-v2.json,verified_previous_review
outputs/corpus-snapshot-v4/reviewed-export.json,9f60a031-0183-478c-a1f8-a3bdd37d7b0b,pdf,train,crisis_ideas_emancipadoras,0,Los primeros anos del Peru republicano,Juan Luis Orrego Penagos,artifacts/reviews/corpus-batch-v2.json,verified_previous_review
outputs/corpus-snapshot-v4/reviewed-export.json,9f60a031-0183-478c-a1f8-a3bdd37d7b0b,pdf,train,liderazgos_diplomacia_proyectos,4,Los primeros anos del Peru republicano,Juan Luis Orrego Penagos,artifacts/reviews/corpus-batch-v2.json,verified_previous_review
outputs/corpus-snapshot-v4/reviewed-export.json,9f60a031-0183-478c-a1f8-a3bdd37d7b0b,pdf,train,no_relevante,11,Los primeros anos del Peru republicano,Juan Luis Orrego Penagos,artifacts/reviews/corpus-batch-v2.json,verified_previous_review
outputs/corpus-snapshot-v4/reviewed-export.json,9f60a031-0183-478c-a1f8-a3bdd37d7b0b,pdf,train,organizacion_consecuencias_republicanas,26,Los primeros anos del Peru republicano,Juan Luis Orrego Penagos,artifacts/reviews/corpus-batch-v2.json,verified_previous_review
outputs/corpus-snapshot-v4/reviewed-export.json,9f60a031-0183-478c-a1f8-a3bdd37d7b0b,pdf,train,participacion_social_regional,11,Los primeros anos del Peru republicano,Juan Luis Orrego Penagos,artifacts/reviews/corpus-batch-v2.json,verified_previous_review
outputs/corpus-snapshot-v4/reviewed-export.json,9fecbe5a-9fb2-4002-a088-8a2810db938e,pdf,train,campanias_conflictos_militares,6,Los campesinos de Huamanga y la rebelion de 1814,Nelson Ernesto Pereyra Chavez,artifacts/reviews/boundary-resolution-v3.json,verified_previous_review
outputs/corpus-snapshot-v4/reviewed-export.json,9fecbe5a-9fb2-4002-a088-8a2810db938e,pdf,train,contexto_colonial_antecedentes,9,Los campesinos de Huamanga y la rebelion de 1814,Nelson Ernesto Pereyra Chavez,artifacts/reviews/boundary-resolution-v3.json,verified_previous_review
outputs/corpus-snapshot-v4/reviewed-export.json,9fecbe5a-9fb2-4002-a088-8a2810db938e,pdf,train,crisis_ideas_emancipadoras,3,Los campesinos de Huamanga y la rebelion de 1814,Nelson Ernesto Pereyra Chavez,artifacts/reviews/boundary-resolution-v3.json,verified_previous_review
outputs/corpus-snapshot-v4/reviewed-export.json,9fecbe5a-9fb2-4002-a088-8a2810db938e,pdf,train,liderazgos_diplomacia_proyectos,0,Los campesinos de Huamanga y la rebelion de 1814,Nelson Ernesto Pereyra Chavez,artifacts/reviews/boundary-resolution-v3.json,verified_previous_review
outputs/corpus-snapshot-v4/reviewed-export.json,9fecbe5a-9fb2-4002-a088-8a2810db938e,pdf,train,no_relevante,16,Los campesinos de Huamanga y la rebelion de 1814,Nelson Ernesto Pereyra Chavez,artifacts/reviews/boundary-resolution-v3.json,verified_previous_review
outputs/corpus-snapshot-v4/reviewed-export.json,9fecbe5a-9fb2-4002-a088-8a2810db938e,pdf,train,organizacion_consecuencias_republicanas,1,Los campesinos de Huamanga y la rebelion de 1814,Nelson Ernesto Pereyra Chavez,artifacts/reviews/boundary-resolution-v3.json,verified_previous_review
outputs/corpus-snapshot-v4/reviewed-export.json,9fecbe5a-9fb2-4002-a088-8a2810db938e,pdf,train,participacion_social_regional,22,Los campesinos de Huamanga y la rebelion de 1814,Nelson Ernesto Pereyra Chavez,artifacts/reviews/boundary-resolution-v3.json,verified_previous_review
outputs/corpus-snapshot-v4/reviewed-export.json,b23a4bf1-b9f4-4c08-bb89-a4cf4a67e004,pdf,val,campanias_conflictos_militares,4,UNKNOWN,UNKNOWN,unknown; resource ID is not work identity,unknown
outputs/corpus-snapshot-v4/reviewed-export.json,b23a4bf1-b9f4-4c08-bb89-a4cf4a67e004,pdf,val,contexto_colonial_antecedentes,16,UNKNOWN,UNKNOWN,unknown; resource ID is not work identity,unknown
outputs/corpus-snapshot-v4/reviewed-export.json,b23a4bf1-b9f4-4c08-bb89-a4cf4a67e004,pdf,val,crisis_ideas_emancipadoras,15,UNKNOWN,UNKNOWN,unknown; resource ID is not work identity,unknown
outputs/corpus-snapshot-v4/reviewed-export.json,b23a4bf1-b9f4-4c08-bb89-a4cf4a67e004,pdf,val,liderazgos_diplomacia_proyectos,4,UNKNOWN,UNKNOWN,unknown; resource ID is not work identity,unknown
outputs/corpus-snapshot-v4/reviewed-export.json,b23a4bf1-b9f4-4c08-bb89-a4cf4a67e004,pdf,val,no_relevante,16,UNKNOWN,UNKNOWN,unknown; resource ID is not work identity,unknown
outputs/corpus-snapshot-v4/reviewed-export.json,b23a4bf1-b9f4-4c08-bb89-a4cf4a67e004,pdf,val,organizacion_consecuencias_republicanas,15,UNKNOWN,UNKNOWN,unknown; resource ID is not work identity,unknown
outputs/corpus-snapshot-v4/reviewed-export.json,b23a4bf1-b9f4-4c08-bb89-a4cf4a67e004,pdf,val,participacion_social_regional,11,UNKNOWN,UNKNOWN,unknown; resource ID is not work identity,unknown
outputs/corpus-snapshot-v4/reviewed-export.json,e32181bc-41d0-4400-a76d-eb11fc88bf71,pdf,train,campanias_conflictos_militares,9,Bandoleros o patriotas,Juan Fonseca Ariza,artifacts/reviews/corpus-batch-v2.json,verified_previous_review
outputs/corpus-snapshot-v4/reviewed-export.json,e32181bc-41d0-4400-a76d-eb11fc88bf71,pdf,train,contexto_colonial_antecedentes,0,Bandoleros o patriotas,Juan Fonseca Ariza,artifacts/reviews/corpus-batch-v2.json,verified_previous_review
outputs/corpus-snapshot-v4/reviewed-export.json,e32181bc-41d0-4400-a76d-eb11fc88bf71,pdf,train,crisis_ideas_emancipadoras,0,Bandoleros o patriotas,Juan Fonseca Ariza,artifacts/reviews/corpus-batch-v2.json,verified_previous_review
outputs/corpus-snapshot-v4/reviewed-export.json,e32181bc-41d0-4400-a76d-eb11fc88bf71,pdf,train,liderazgos_diplomacia_proyectos,6,Bandoleros o patriotas,Juan Fonseca Ariza,artifacts/reviews/corpus-batch-v2.json,verified_previous_review
outputs/corpus-snapshot-v4/reviewed-export.json,e32181bc-41d0-4400-a76d-eb11fc88bf71,pdf,train,no_relevante,5,Bandoleros o patriotas,Juan Fonseca Ariza,artifacts/reviews/corpus-batch-v2.json,verified_previous_review
outputs/corpus-snapshot-v4/reviewed-export.json,e32181bc-41d0-4400-a76d-eb11fc88bf71,pdf,train,organizacion_consecuencias_republicanas,0,Bandoleros o patriotas,Juan Fonseca Ariza,artifacts/reviews/corpus-batch-v2.json,verified_previous_review
outputs/corpus-snapshot-v4/reviewed-export.json,e32181bc-41d0-4400-a76d-eb11fc88bf71,pdf,train,participacion_social_regional,25,Bandoleros o patriotas,Juan Fonseca Ariza,artifacts/reviews/corpus-batch-v2.json,verified_previous_review
